name,speed,spin,tackiness,overall,price,ratings,brand
Tibhar Speedy Spin,7.6,7.5,4.5,8.6,49,7,Tibhar
Tibhar Speedy Spin FX Premium,6.8,8,1,7.3,40,2,Tibhar
Tibhar Speedy Spin Premium,5.7,6.6,4.3,8.2,42,4,Tibhar
Tibhar Super 40 Defense,6.3,9,2.4,8.7,39,10,Tibhar
Tibhar Super 40 Defense Soft,5.6,8.9,1,8.9,39,3,Tibhar
Tibhar Torpedo,8.6,8.1,3.1,7.7,28,9,Tibhar
Tibhar Torpedo Soft,9.3,7.6,1.3,8.4,45,3,Tibhar
Tibhar Vari Spin,7.7,8.6,3.6,8.8,33,19,Tibhar
Tibhar Vari Spin D.TecS,6.8,7.4,3.4,7.1,40,6,Tibhar
Tibhar Volcano,7.5,7.4,2.9,8,24,15,Tibhar
TSP 730,7,9.2,5,8.8,30,1,TSP
TSP 730 21,9.6,9.7,8,9.5,30,1,TSP
TSP 730 Speed,,,,,30,0,TSP
TSP Actor,9.1,9.5,8,9.4,35,3,TSP
TSP Agrit,9,9.1,2.2,8.9,60,8,TSP
TSP Agrit Speed,8.9,8.9,2.9,9.2,60,9,TSP
TSP Basic,8.1,8.1,3.5,8.7,25,2,TSP
TSP Bjorn,8.7,7.7,2.7,7.4,61,4,TSP
TSP Bolt,7.2,7.6,2,8.7,16,1,TSP
TSP Brio,10,7,2,7,30,1,TSP
TSP Brio Spark,,,,,30,0,TSP
TSP Cesalo,7,8,0,8.2,16,1,TSP
TSP Deus,,,,,,0,TSP
TSP Gambit,7,6,0,8,29,1,TSP
TSP Grandy,8.1,8.9,2,8,,1,TSP
TSP Real,7.9,8.5,5,8.5,42,3,TSP
TSP Regalis Blue,9.3,9.5,2.1,9.3,42,20,TSP
TSP Regalis Red,9.3,9.4,0.7,9.1,40,16,TSP
TSP Rise,7.9,7,3.3,6,30,3,TSP
TSP Rise Speed,8.8,3.3,0,5.5,55,2,TSP
TSP Summit,7,9,8,8.7,45,1,TSP
TSP Super Ventus,9.3,9.5,1.1,9.4,40,26,TSP
TSP T-Rex,9.5,8.4,3.5,8,33,3,TSP
TSP T-Rex Hard,6.5,9,8,6,33,1,TSP
TSP Tarbit 21,,,,,27,0,TSP
TSP Triple 21,9,9,8,9,34,1,TSP
TSP Triple Power,8.5,9.4,5,8.8,34,1,TSP
TSP Triple Power Chop,7,9,10,8,34,1,TSP
TSP Triple Speed,,,,,34,0,TSP
TSP Triple Speed Chop,10,10,0,,34,1,TSP
TSP Triple Spin,7.7,8.4,6.7,8.6,34,6,TSP
TSP Triple Spin Chop,5.7,9.3,3.5,9.2,34,14,TSP
TSP UQ,7,8,1,8,17,2,TSP
TSP Ventus Basic,7.2,7.4,2.3,8.2,28,5,TSP
TSP Ventus Soft,8.8,9.4,1.5,9.4,42,26,TSP
TSP Ventus Speed,9.4,9.2,1.4,9.3,42,22,TSP
TSP Ventus Spin,8.8,9.4,1.5,9.4,48,47,TSP
TSP XS,,,,,32,0,TSP
TSP XSF-1 21 Offensive Sponge,8.8,8.2,4.5,9.3,32,6,TSP
TTMaster Master Spin,,,,,,0,TTMaster
TTMaster S-Max,,,,,,0,TTMaster
Tuttle 2013 Positive Energy,9,9,2,9,10,1,Tuttle
Tuttle 2015 Good,,,,,20,0,Tuttle
Tuttle 55A,,,8,,24,1,Tuttle
Tuttle 868 Factory Tuned,8.6,8.9,5,9,10,1,Tuttle
Tuttle A380 SKY,7,6,0,7,12,1,Tuttle
Tuttle AAA,10,10,10,7.5,,2,Tuttle
Tuttle Beijing 2,8.5,9.3,7.2,9.1,15,11,Tuttle
Tuttle Beijing 3,8.3,8.7,7.4,8.9,15,6,Tuttle
Tuttle Beijing 3 Tuned,7.9,8.6,7,7.7,19,4,Tuttle
Tuttle Beijing 4,8.3,8.5,2.1,8.9,12,16,Tuttle
Tuttle Beijing I,,,,,10,0,Tuttle
Tuttle Black Energy,8,8,2,8.5,15,1,Tuttle
Tuttle Bluewave,9,9.3,5,9,15,1,Tuttle
Tuttle King Of Anti Spin,6.3,5,0,6.9,10,4,Tuttle
Tuttle Prevention Arc,5.4,5.4,0,9.2,10,8,Tuttle
Tuttle VIP 2018,9,9,3.5,8.7,30,2,Tuttle
Tuttle World No.1,7.3,8.1,3.3,8.1,6,6,Tuttle
Uniker C339,7,8,5,8,10,1,Uniker
Victas V > 01,9.3,9.1,0.6,9.2,50,16,Victas
Victas V > 01 Limber,8.9,9.4,1.1,9.4,42,37,Victas
Victas V > 01 Stiff,9.2,9.4,1.6,9.4,51,28,Victas
Victas V > 03,9.3,9.1,0,,42,1,Victas
Victas V > 11 Extra,9,9.6,1,9.7,50,6,Victas
Victas V > 15 Limber,9,9.5,1.8,9.2,49,12,Victas
Victas V > 15 Stiff,8.9,9.3,0.6,9.1,40,15,Victas
Victas V>15 Extra,9.3,9.2,0.9,9.3,47,26,Victas
Victas VJ > 07 Limber,8.8,9.4,0,9.5,42,4,Victas
Victas VJ > 07 Regular,8.2,8.9,0,9.1,35,5,Victas
Victas VJ > 07 Stiff,9.1,9.4,0.5,9.4,42,8,Victas
Victas VJC > 07 Sticky Extra,8.6,9.2,2.7,9.3,46,9,Victas
Victas VS > 401,7.9,9.4,1.8,9.3,41,26,Victas
Victas VS > 402 Double Extra,8.9,9.5,1.2,9.4,35,15,Victas
Victas VS > 402 Limber,8.7,9.5,1.9,9.2,48,14,Victas
Winning Mad-X,8.5,7,2,8,25,1,Winning
Xiom Max Leverage,,,,,44,0,Xiom
Xiom Musa,7.3,8.2,2.4,8.3,30,17,Xiom
Xiom Musa 1,8,8.5,2.5,8.6,30,2,Xiom
Xiom Musa II,8,8.5,1.2,8.4,28,6,Xiom
Xiom Musa III,7.5,8.5,2.8,8.9,33,4,Xiom
Xiom Musa III China,9,9,2,9.3,30,1,Xiom
Xiom Omega 1 Asian,8.5,8.3,4,8.4,45,3,Xiom
Xiom Omega 1 Euro,8,8,5,7,48,1,Xiom
Xiom Omega 2 Asian,9.3,8.5,2.1,9,41,20,Xiom
Xiom Omega 2 Euro,9.5,8.5,2,8.5,48,3,Xiom
Xiom Omega 3 Asian,9.4,9,0.7,9.4,50,9,Xiom
Xiom Omega 3 Euro,9,8.9,2.9,9.2,50,9,Xiom
Xiom Omega China Ying,9.6,9.6,8,9.6,60,1,Xiom
Xiom Omega IV,8.9,9.1,5.5,8.6,30,8,Xiom
Xiom Omega IV Asia,9.2,9,2.2,9.4,49,46,Xiom
Xiom Omega IV Elite,8.3,9.3,2.2,8.9,29,32,Xiom
Xiom Omega IV Euro,9,9.4,2.6,9.4,50,39,Xiom
Xiom Omega IV Pro,9.3,9.3,2.4,9.4,60,80,Xiom
Xiom Omega V Asia,9.4,9.5,2.2,9.4,40,42,Xiom
Xiom Omega V Euro,9.1,9.3,2.2,9.3,49,40,Xiom
Xiom Omega V Pro,9,9.1,2.9,9.2,42,30,Xiom
Xiom Omega V Tour,9.1,9.4,1.6,9.3,62,47,Xiom
Xiom Omega VII Asia,9.3,9.3,1.9,9.3,53,10,Xiom
Xiom Omega VII Euro,9,9,1.2,9.2,65,13,Xiom
Xiom Omega VII Hyper,9.3,9.3,0,9.3,60,3,Xiom
Xiom Omega VII Pro,9.3,9.2,1.6,9.2,59,19,Xiom
Xiom Omega VII Tour,9.2,9.2,1.9,9.2,74,19,Xiom
Xiom Oza,9.1,9.5,5,9.6,25,2,Xiom
Xiom Sigma 1 Euro,9.3,9.3,1.9,9.4,85,56,Xiom
Xiom Sigma 1 Japan Special,,,,,,0,Xiom
Xiom Sigma 1 Pro,9.5,9.1,1.8,9.2,80,27,Xiom
Xiom Sigma II Euro,9.2,9.3,1.9,9.4,45,34,Xiom
Xiom Sigma II Pro,9.4,9.3,2.5,9.3,42,28,Xiom
Xiom Tau,8.8,9.5,5.8,8.3,45,4,Xiom
Xiom True Innovation Asian,8.5,8.5,6,8.8,36,2,Xiom
Xiom True Innovation Euro,,,,,36,0,Xiom
Xiom Vega Asia,9,8.6,2.6,9,34,45,Xiom
Xiom Vega Asia DF,9,9,1.4,9.3,42,5,Xiom
Xiom Vega China VH,9.1,9.5,5,9.1,40,3,Xiom
Xiom Vega China VM,8.6,9.1,5,8.1,45,9,Xiom
Xiom Vega Def,8.6,9.5,2.3,9.3,45,4,Xiom
Xiom Vega Elite,8.3,8.2,1,8.5,36,30,Xiom
Xiom Vega Euro DF,8.6,9.1,0.8,8.6,37,10,Xiom
Xiom Vega Europe,8.8,9.1,2.1,9.2,31,173,Xiom
Xiom Vega Europe Df,,,,,,0,Xiom
Xiom Vega Intro,8,8.3,1.3,8.4,28,9,Xiom
Xiom Vega Japan,9.1,8.9,1.9,9,34,37,Xiom
Xiom Vega Pro,9.2,9.2,2.3,9.3,35,139,Xiom
Xiom Vega Tour,8.8,9,2.8,8.9,38,7,Xiom
Xiom Vega X,9,8.9,2.3,9.2,35,8,Xiom
Xiom Yanus DF,7.8,8.4,1,8.1,41,13,Xiom
Xiom Zeta Asian,8.2,8.2,3,8.3,32,9,Xiom
Xiom Zeta Euro,8.3,7.4,2,8.3,32,8,Xiom
Xiying 999,7.9,8.1,6.5,8.6,13,2,Xiying
XuShaoFa 999,6.4,7.5,8,7.1,2,6,XuShaoFa
XuShaoFa 999 LSZ,8.4,8.8,7.3,8,20,21,XuShaoFa
XuShaoFa 999 LSZ 2 Tornado Tension,7.7,8,5.8,7.7,2,4,XuShaoFa
XuShaoFa 999 ZCD,7.9,8.2,5,8.3,3,6,XuShaoFa
Yasaka Anti Power (Anti-spin),4.4,2.5,1.2,9.2,33,20,Yasaka
Yasaka Fusion,8.2,8.1,0.5,8.2,41,6,Yasaka
Yasaka GP Extenze,,,,,89,0,Yasaka
Yasaka Mark V,8,8.2,2.7,8.8,8,189,Yasaka
Yasaka Mark V 30°,7.3,7.9,1.9,8.7,30,10,Yasaka
Yasaka Mark V AD,8,8.4,0.2,8.3,30,13,Yasaka
Yasaka Mark V GPS,7.5,7.9,3.9,8.4,30,12,Yasaka
Yasaka Mark V GPS Soft,8.2,8.5,5,9.4,35,9,Yasaka
Yasaka Mark V HPS,9.1,9.1,4.1,9.4,45,56,Yasaka
Yasaka Mark V HPS Soft,8.8,9,2.6,9,44,28,Yasaka
Yasaka Mark V M2,8.7,8.4,3.3,8.8,32,16,Yasaka
Yasaka Mark V XS,8.4,8.7,3.2,8.9,46,19,Yasaka
Yasaka New Era,8.2,8.4,6.2,8.7,27,16,Yasaka
Yasaka Original,6.3,5.6,2.4,7.3,20,5,Yasaka
Yasaka Original Extra XHG,7.3,7.7,2,7.9,18,7,Yasaka
Yasaka Pryde,8.5,8,3.3,8.2,37,23,Yasaka
Yasaka Pryde 30,8.3,7.5,0.9,8,43,9,Yasaka
Yasaka Pryde 40,9.2,8.6,3.7,8.6,45,14,Yasaka
Yasaka Rakza 7,9,9.3,2.9,9.4,38,199,Yasaka
Yasaka Rakza 7 Soft,8.6,9.3,2.5,9.2,50,118,Yasaka
Yasaka Rakza 9,9.4,9.3,2.4,9.4,53,72,Yasaka
Yasaka Rakza X,9,9,2.3,9.3,42,44,Yasaka
Yasaka Rakza X Soft,8.4,8.5,1.4,8.3,60,19,Yasaka
Yasaka Rakza Z,9.1,9.6,6.4,9.5,55,20,Yasaka
Yasaka Rakza Z Extra Hard,9.1,9.6,6.3,9.4,50,11,Yasaka
Yasaka Rigan,8.4,8.9,2.4,9,35,12,Yasaka
Yasaka Rigan Spin,8.8,9.4,2,9.5,35,10,Yasaka
Yasaka Rising Dragon,8.9,9.5,5.9,9.3,37,65,Yasaka
Yasaka Shining Dragon,8.8,9.2,7.2,9,37,23,Yasaka
Yasaka V Stage,9,9.2,3.2,9.1,52,13,Yasaka
Yasaka Valmo,9.2,9.2,1.8,9.4,45,20,Yasaka
Yasaka Xtend,9.1,8.9,3.9,9.2,44,15,Yasaka
Yasaka Xtend HS,9.3,9.3,2.3,9.4,44,30,Yasaka
Yasaka Xtend SD,9,9.5,5,9.5,49,4,Yasaka
Yasaka Xtend SG,7.2,8,4,8.3,33,2,Yasaka
Yasaka Zap 36,,,,,,0,Yasaka
Yasaka Zap 36-38°,8.6,8.7,1.6,9,10,6,Yasaka
Yasaka Zap 42-44°,7,9.5,5,8,14,3,Yasaka
Yasaka Zap Balance,,,,,14,0,Yasaka
Yasaka Zap Biotech 36-38,8,8.3,2.6,8.8,46,13,Yasaka
Yasaka Zap Biotech 40-42,7.8,7.9,2,8.9,9,2,Yasaka
Yasaka Zap Ma Lin Forehand,6.8,8.2,5,8.3,11,4,Yasaka
Yasaka Zap Speed,8.7,7.7,2,8.5,14,3,Yasaka
Yasaka Zap Spin,7.8,8,3,7.9,12,7,Yasaka
Yashima ts824,,,,,5,0,Yashima
